Date,State/UnionTerritory,Cured
10/5/2020,Uttarakhand,46
10/5/2020,Uttar Pradesh,1499
10/5/2020,West Bengal,372
11/5/2020,Andaman and Nicobar Islands,33
11/5/2020,Andhra Pradesh,925
11/5/2020,Arunachal Pradesh,1
11/5/2020,Assam,34
11/5/2020,Bihar,365
11/5/2020,Chandigarh,24
11/5/2020,Chhattisgarh,49
11/5/2020,Dadar Nagar Haveli,0
11/5/2020,Delhi,2069
11/5/2020,Goa,7
11/5/2020,Gujarat,2545
11/5/2020,Haryana,300
11/5/2020,Himachal Pradesh,39
11/5/2020,Jammu and Kashmir,383
11/5/2020,Jharkhand,78
11/5/2020,Karnataka,424
11/5/2020,Kerala,489
11/5/2020,Ladakh,21
11/5/2020,Madhya Pradesh,1676
11/5/2020,Maharashtra,4199
11/5/2020,Manipur,2
11/5/2020,Meghalaya,10
11/5/2020,Mizoram,1
11/5/2020,Odisha,68
11/5/2020,Puducherry,6
11/5/2020,Punjab,166
11/5/2020,Rajasthan,2176
11/5/2020,Tamil Nadu,1959
11/5/2020,Telengana,750
11/5/2020,Tripura,2
11/5/2020,Uttarakhand,46
11/5/2020,Uttar Pradesh,1653
11/5/2020,West Bengal,417
12/5/2020,Andaman and Nicobar Islands,33
12/5/2020,Andhra Pradesh,975
12/5/2020,Arunachal Pradesh,1
12/5/2020,Assam,34
12/5/2020,Bihar,377
12/5/2020,Chandigarh,24
12/5/2020,Chhattisgarh,53
12/5/2020,Dadar Nagar Haveli,0
12/5/2020,Delhi,2129
12/5/2020,Goa,7
12/5/2020,Gujarat,2780
12/5/2020,Haryana,337
12/5/2020,Himachal Pradesh,39
12/5/2020,Jammu and Kashmir,427
12/5/2020,Jharkhand,78
12/5/2020,Karnataka,426
12/5/2020,Kerala,489
12/5/2020,Ladakh,21
12/5/2020,Madhya Pradesh,1747
12/5/2020,Maharashtra,4786
12/5/2020,Manipur,2
12/5/2020,Meghalaya,10
12/5/2020,Mizoram,1
12/5/2020,Odisha,85
12/5/2020,Puducherry,6
12/5/2020,Punjab,168
12/5/2020,Rajasthan,2264
12/5/2020,Tamil Nadu,2051
12/5/2020,Telengana,800
12/5/2020,Tripura,2
12/5/2020,Uttarakhand,46
12/5/2020,Uttar Pradesh,1758
12/5/2020,West Bengal,499
13/05/20,Andaman and Nicobar Islands,33
13/05/20,Andhra Pradesh,1056
13/05/20,Arunachal Pradesh,1
13/05/20,Assam,39
13/05/20,Bihar,383
13/05/20,Chandigarh,28
13/05/20,Chhattisgarh,54
13/05/20,Dadar Nagar Haveli,0
13/05/20,Delhi,2512
13/05/20,Goa,7
13/05/20,Gujarat,3246
13/05/20,Haryana,342
13/05/20,Himachal Pradesh,39
13/05/20,Jammu and Kashmir,455
13/05/20,Jharkhand,79
13/05/20,Karnataka,433
13/05/20,Kerala,489
13/05/20,Ladakh,21
13/05/20,Madhya Pradesh,1860
13/05/20,Maharashtra,5125
13/05/20,Manipur,2
13/05/20,Meghalaya,10
13/05/20,Mizoram,1
13/05/20,Odisha,116
13/05/20,Puducherry,9
13/05/20,Punjab,171
13/05/20,Rajasthan,2378
13/05/20,Tamil Nadu,2134
13/05/20,Telengana,830
13/05/20,Tripura,2
13/05/20,Uttarakhand,46
13/05/20,Uttar Pradesh,1873
13/05/20,West Bengal,612
14/05/20,Andaman and Nicobar Islands,33
14/05/20,Andhra Pradesh,1142
14/05/20,Arunachal Pradesh,1
14/05/20,Assam,39
14/05/20,Bihar,388
14/05/20,Chandigarh,28
14/05/20,Chhattisgarh,55
14/05/20,Dadar Nagar Haveli,0
14/05/20,Delhi,2858
14/05/20,Goa,7
14/05/20,Gujarat,3562
14/05/20,Haryana,418
14/05/20,Himachal Pradesh,39
14/05/20,Jammu and Kashmir,466
14/05/20,Jharkhand,79
14/05/20,Karnataka,451
14/05/20,Kerala,490
14/05/20,Ladakh,22
14/05/20,Madhya Pradesh,2004
14/05/20,Maharashtra,5547
14/05/20,Manipur,2
14/05/20,Meghalaya,10
14/05/20,Mizoram,1
14/05/20,Odisha,143
14/05/20,Puducherry,9
14/05/20,Punjab,200
14/05/20,Rajasthan,2459
14/05/20,Tamil Nadu,2176
14/05/20,Telengana,940
14/05/20,Tripura,16
14/05/20,Uttarakhand,46
14/05/20,Uttar Pradesh,1902
14/05/20,West Bengal,702
15/05/20,Andaman and Nicobar Islands,33
15/05/20,Andhra Pradesh,1192
15/05/20,Arunachal Pradesh,1
15/05/20,Assam,39
15/05/20,Bihar,411
15/05/20,Chandigarh,37
15/05/20,Chhattisgarh,56
15/05/20,Dadar Nagar Haveli,0
15/05/20,Delhi,3045
15/05/20,Goa,7
15/05/20,Gujarat,3753
15/05/20,Haryana,439
15/05/20,Himachal Pradesh,39
15/05/20,Jammu and Kashmir,485
15/05/20,Jharkhand,87
15/05/20,Karnataka,460
15/05/20,Kerala,491
15/05/20,Ladakh,22
15/05/20,Madhya Pradesh,2171
15/05/20,Maharashtra,6059
15/05/20,Manipur,2
15/05/20,Meghalaya,11
15/05/20,Mizoram,1
15/05/20,Odisha,158
15/05/20,Puducherry,9
15/05/20,Punjab,223
15/05/20,Rajasthan,2580
15/05/20,Tamil Nadu,2240
15/05/20,Telengana,950
15/05/20,Tripura,29
15/05/20,Uttarakhand,50
15/05/20,Uttar Pradesh,2072
15/05/20,West Bengal,768
16/05/20,Andaman and Nicobar Islands,33
16/05/20,Andhra Pradesh,1252
16/05/20,Arunachal Pradesh,1
16/05/20,Assam,41
16/05/20,Bihar,438
16/05/20,Chandigarh,37
16/05/20,Chhattisgarh,56
16/05/20,Dadar Nagar Haveli,0
16/05/20,Delhi,3518
16/05/20,Goa,7
16/05/20,Gujarat,4035
16/05/20,Haryana,439
16/05/20,Himachal Pradesh,39
16/05/20,Jammu and Kashmir,513
16/05/20,Jharkhand,87
16/05/20,Karnataka,480
16/05/20,Kerala,492
16/05/20,Ladakh,22
16/05/20,Madhya Pradesh,2283
16/05/20,Maharashtra,6564
16/05/20,Manipur,2
16/05/20,Meghalaya,11
16/05/20,Mizoram,1
16/05/20,Odisha,166
16/05/20,Puducherry,9
16/05/20,Punjab,305
16/05/20,Rajasthan,2677
16/05/20,Tamil Nadu,2599
16/05/20,Telengana,959
16/05/20,Tripura,42
16/05/20,Uttarakhand,51
16/05/20,Uttar Pradesh,2165
16/05/20,West Bengal,829
17/05/20,Andaman and Nicobar Islands,33
17/05/20,Andhra Pradesh,1353
17/05/20,Arunachal Pradesh,1
17/05/20,Assam,41
17/05/20,Bihar,453
17/05/20,Chandigarh,51
17/05/20,Chhattisgarh,56
17/05/20,Dadar Nagar Haveli,0
17/05/20,Delhi,3926
17/05/20,Goa,7
17/05/20,Gujarat,4308
17/05/20,Haryana,514
17/05/20,Himachal Pradesh,43
17/05/20,Jammu and Kashmir,542
17/05/20,Jharkhand,113
17/05/20,Karnataka,496
17/05/20,Kerala,495
17/05/20,Ladakh,22
17/05/20,Madhya Pradesh,2315
17/05/20,Maharashtra,7088
17/05/20,Manipur,2
17/05/20,Meghalaya,11
17/05/20,Mizoram,1
17/05/20,Odisha,196
17/05/20,Puducherry,9
17/05/20,Punjab,1257
17/05/20,Rajasthan,2839
17/05/20,Tamil Nadu,3538
17/05/20,Telengana,971
17/05/20,Tripura,64
17/05/20,Uttarakhand,51
17/05/20,Uttar Pradesh,2441
17/05/20,West Bengal,872
18/05/20,Andaman and Nicobar Islands,33
18/05/20,Andhra Pradesh,1456
18/05/20,Arunachal Pradesh,1
18/05/20,Assam,41
18/05/20,Bihar,475
18/05/20,Chandigarh,51
18/05/20,Chhattisgarh,59
18/05/20,Dadar Nagar Haveli,0
18/05/20,Delhi,4485
18/05/20,Goa,7
18/05/20,Gujarat,4499
18/05/20,Haryana,562
18/05/20,Himachal Pradesh,44
18/05/20,Jammu and Kashmir,575
18/05/20,Jharkhand,113
18/05/20,Karnataka,509
18/05/20,Kerala,497
18/05/20,Ladakh,24
18/05/20,Madhya Pradesh,2403
18/05/20,Maharashtra,7688
18/05/20,Manipur,2
18/05/20,Meghalaya,11
18/05/20,Mizoram,1
18/05/20,Odisha,220
18/05/20,Puducherry,9
18/05/20,Punjab,1366
18/05/20,Rajasthan,2992
18/05/20,Tamil Nadu,4172
18/05/20,Telengana,992
18/05/20,Tripura,85
18/05/20,Uttarakhand,52
18/05/20,Uttar Pradesh,2441
18/05/20,West Bengal,959
19/05/20,Andaman and Nicobar Islands,33
19/05/20,Andhra Pradesh,1552
19/05/20,Arunachal Pradesh,1
19/05/20,Assam,41
19/05/20,Bihar,494
19/05/20,Chandigarh,54
19/05/20,Chhattisgarh,59
19/05/20,Dadar Nagar Haveli,0
19/05/20,Delhi,4485
19/05/20,Goa,7
19/05/20,Gujarat,4804
19/05/20,Haryana,598
19/05/20,Himachal Pradesh,44
19/05/20,Jammu and Kashmir,609
19/05/20,Jharkhand,113
19/05/20,Karnataka,530
19/05/20,Kerala,497
19/05/20,Ladakh,41
19/05/20,Madhya Pradesh,2435
19/05/20,Maharashtra,8437
19/05/20,Manipur,2
19/05/20,Meghalaya,11
19/05/20,Mizoram,1
19/05/20,Odisha,220
19/05/20,Puducherry,9
19/05/20,Punjab,1547
19/05/20,Rajasthan,3218
19/05/20,Tamil Nadu,4406
19/05/20,Telengana,1000
19/05/20,Tripura,85
19/05/20,Uttarakhand,52
19/05/20,Uttar Pradesh,2783
19/05/20,West Bengal,1006
20/05/20,Andaman and Nicobar Islands,33
20/05/20,Andhra Pradesh,1621
20/05/20,Arunachal Pradesh,1
20/05/20,Assam,41
20/05/20,Bihar,534
20/05/20,Chandigarh,57
20/05/20,Chhattisgarh,59
20/05/20,Dadar Nagar Haveli,0
20/05/20,Delhi,4750
20/05/20,Goa,7
20/05/20,Gujarat,5043
20/05/20,Haryana,627
20/05/20,Himachal Pradesh,47
20/05/20,Jammu and Kashmir,653
20/05/20,Jharkhand,127
20/05/20,Karnataka,544
20/05/20,Kerala,497
20/05/20,Ladakh,43
20/05/20,Madhya Pradesh,2630
20/05/20,Maharashtra,9639
20/05/20,Manipur,2
20/05/20,Meghalaya,12
20/05/20,Mizoram,1
20/05/20,Odisha,277
20/05/20,Puducherry,9
20/05/20,Punjab,1642
20/05/20,Rajasthan,3337
20/05/20,Tamil Nadu,4895
20/05/20,Telengana,1010
20/05/20,Tripura,116
20/05/20,Uttarakhand,52
20/05/20,Uttar Pradesh,2918
20/05/20,West Bengal,1074
20/05/20,Cases being reassigned to states,0
21/05/20,Andaman and Nicobar Islands,33
21/05/20,Andhra Pradesh,1640
21/05/20,Arunachal Pradesh,1
21/05/20,Assam,48
21/05/20,Bihar,571
21/05/20,Chandigarh,57
21/05/20,Chhattisgarh,59
21/05/20,Dadar Nagar Haveli,0
21/05/20,Delhi,5192
21/05/20,Goa,7
21/05/20,Gujarat,5219
21/05/20,Haryana,648
21/05/20,Himachal Pradesh,54
21/05/20,Jammu and Kashmir,678
21/05/20,Jharkhand,127
21/05/20,Karnataka,556
21/05/20,Kerala,502
21/05/20,Ladakh,43
21/05/20,Madhya Pradesh,2733
21/05/20,Maharashtra,10318
21/05/20,Manipur,2
21/05/20,Meghalaya,12
21/05/20,Mizoram,1
21/05/20,Odisha,307
21/05/20,Puducherry,9
21/05/20,Punjab,1794
21/05/20,Rajasthan,3404
21/05/20,Tamil Nadu,5882
21/05/20,Telengana,1015
21/05/20,Tripura,133
21/05/20,Uttarakhand,53
21/05/20,Uttar Pradesh,3066
21/05/20,West Bengal,1136
21/05/20,Cases being reassigned to states,0
22/05/20,Andaman and Nicobar Islands,33
22/05/20,Andhra Pradesh,1709
22/05/20,Arunachal Pradesh,1
22/05/20,Assam,54
22/05/20,Bihar,593
22/05/20,Chandigarh,139
22/05/20,Chhattisgarh,59
22/05/20,Dadar Nagar Haveli,0
22/05/20,Delhi,5567
22/05/20,Goa,7
22/05/20,Gujarat,5488
22/05/20,Haryana,681
22/05/20,Himachal Pradesh,59
22/05/20,Jammu and Kashmir,684
22/05/20,Jharkhand,129
22/05/20,Karnataka,571
22/05/20,Kerala,510
22/05/20,Ladakh,43
22/05/20,Madhya Pradesh,2843
22/05/20,Maharashtra,11726
22/05/20,Manipur,2
22/05/20,Meghalaya,12
22/05/20,Mizoram,1
22/05/20,Odisha,393
22/05/20,Puducherry,10
22/05/20,Punjab,1819
22/05/20,Rajasthan,3485
22/05/20,Tamil Nadu,6282
22/05/20,Telengana,1035
22/05/20,Tripura,148
22/05/20,Uttarakhand,54
22/05/20,Uttar Pradesh,3204
22/05/20,West Bengal,1193
22/05/20,Cases being reassigned to states,0
23/05/20,Andaman and Nicobar Islands,33
23/05/20,Andhra Pradesh,1763
23/05/20,Arunachal Pradesh,1
23/05/20,Assam,54
23/05/20,Bihar,629
23/05/20,Chandigarh,178
23/05/20,Chhattisgarh,62
23/05/20,Dadar Nagar Haveli,0
23/05/20,Delhi,5897
23/05/20,Goa,16
23/05/20,Gujarat,5880
23/05/20,Haryana,706
23/05/20,Himachal Pradesh,59
23/05/20,Jammu and Kashmir,720
23/05/20,Jharkhand,136
23/05/20,Karnataka,597
23/05/20,Kerala,512
23/05/20,Ladakh,43
23/05/20,Madhya Pradesh,3089
23/05/20,Maharashtra,12583
23/05/20,Manipur,2
23/05/20,Meghalaya,12
23/05/20,Mizoram,1
23/05/20,Odisha,436
23/05/20,Puducherry,10
23/05/20,Punjab,1847
23/05/20,Rajasthan,3680
23/05/20,Tamil Nadu,7128
23/05/20,Telengana,1043
23/05/20,Tripura,152
23/05/20,Uttarakhand,56
23/05/20,Uttar Pradesh,3238
23/05/20,West Bengal,1221
23/05/20,Cases being reassigned to states,0
24/05/20,Andaman and Nicobar Islands,33
24/05/20,Andhra Pradesh,1809
24/05/20,Arunachal Pradesh,1
24/05/20,Assam,55
24/05/20,Bihar,653
24/05/20,Chandigarh,179
24/05/20,Chhattisgarh,64
24/05/20,Dadar Nagar Haveli,0
24/05/20,Delhi,6267
24/05/20,Goa,16
24/05/20,Gujarat,6169
24/05/20,Haryana,750
24/05/20,Himachal Pradesh,61
24/05/20,Jammu and Kashmir,774
24/05/20,Jharkhand,141
24/05/20,Karnataka,608
24/05/20,Kerala,515
24/05/20,Ladakh,43
24/05/20,Madhya Pradesh,3267
24/05/20,Maharashtra,13404
24/05/20,Manipur,4
24/05/20,Meghalaya,12
24/05/20,Mizoram,1
24/05/20,Odisha,497
24/05/20,Puducherry,10
24/05/20,Punjab,1870
24/05/20,Rajasthan,3786
24/05/20,Sikkim,0
24/05/20,Tamil Nadu,7491
24/05/20,Telengana,1065
24/05/20,Tripura,153
24/05/20,Uttarakhand,56
24/05/20,Uttar Pradesh,3406
24/05/20,West Bengal,1281
24/05/20,Cases being reassigned to states,0
25/05/20,Andaman and Nicobar Islands,33
25/05/20,Andhra Pradesh,1856
25/05/20,Arunachal Pradesh,1
25/05/20,Assam,55
25/05/20,Bihar,702
25/05/20,Chandigarh,186
25/05/20,Chhattisgarh,67
25/05/20,Dadar Nagar Haveli,0
25/05/20,Delhi,6540
25/05/20,Goa,19
25/05/20,Gujarat,6412
25/05/20,Haryana,765
25/05/20,Himachal Pradesh,63
25/05/20,Jammu and Kashmir,809
25/05/20,Jharkhand,148
25/05/20,Karnataka,654
25/05/20,Kerala,521
25/05/20,Ladakh,43
25/05/20,Madhya Pradesh,3408
25/05/20,Maharashtra,14600
25/05/20,Manipur,4
25/05/20,Meghalaya,12
25/05/20,Mizoram,1
25/05/20,Odisha,550
25/05/20,Puducherry,12
25/05/20,Punjab,1898
25/05/20,Rajasthan,3848
25/05/20,Sikkim,0
25/05/20,Tamil Nadu,8324
25/05/20,Telengana,1090
25/05/20,Tripura,165
25/05/20,Uttarakhand,58
25/05/20,Uttar Pradesh,3538
25/05/20,West Bengal,1339
25/05/20,Cases being reassigned to states,0
26/05/20,Andaman and Nicobar Islands,33
26/05/20,Andhra Pradesh,1896
26/05/20,Arunachal Pradesh,1
26/05/20,Assam,62
26/05/20,Bihar,749
26/05/20,Chandigarh,186
26/05/20,Chhattisgarh,72
26/05/20,Dadar Nagar Haveli,0
26/05/20,Delhi,6771
26/05/20,Goa,19
26/05/20,Gujarat,6636
26/05/20,Haryana,765
26/05/20,Himachal Pradesh,67
26/05/20,Jammu and Kashmir,809
26/05/20,Jharkhand,148
26/05/20,Karnataka,705
26/05/20,Kerala,532
26/05/20,Ladakh,43
26/05/20,Madhya Pradesh,3571
26/05/20,Maharashtra,15786
26/05/20,Manipur,4
26/05/20,Meghalaya,12
26/05/20,Mizoram,1
26/05/20,Nagaland,0
26/05/20,Odisha,649
26/05/20,Puducherry,12
26/05/20,Punjab,1898
26/05/20,Rajasthan,3951
26/05/20,Sikkim,0
26/05/20,Tamil Nadu,8731
26/05/20,Telengana,1164
26/05/20,Tripura,165
26/05/20,Uttarakhand,58
26/05/20,Uttar Pradesh,3581
26/05/20,West Bengal,1414
26/05/20,Cases being reassigned to states,0
27/05/20,Andaman and Nicobar Islands,33
27/05/20,Andhra Pradesh,2009
27/05/20,Arunachal Pradesh,1
27/05/20,Assam,62
27/05/20,Bihar,900
27/05/20,Chandigarh,187
27/05/20,Chhattisgarh,79
27/05/20,Dadar Nagar Haveli,0
27/05/20,Delhi,7223
27/05/20,Goa,28
27/05/20,Gujarat,7139
27/05/20,Haryana,824
27/05/20,Himachal Pradesh,67
27/05/20,Jammu and Kashmir,833
27/05/20,Jharkhand,175
27/05/20,Karnataka,748
27/05/20,Kerala,542
27/05/20,Ladakh,43
27/05/20,Madhya Pradesh,3689
27/05/20,Maharashtra,16954
27/05/20,Manipur,4
27/05/20,Meghalaya,12
27/05/20,Mizoram,1
27/05/20,Nagaland,0
27/05/20,Odisha,733
27/05/20,Puducherry,12
27/05/20,Punjab,1918
27/05/20,Rajasthan,4171
27/05/20,Sikkim,0
27/05/20,Tamil Nadu,9342
27/05/20,Telengana,1284
27/05/20,Tripura,165
27/05/20,Uttarakhand,64
27/05/20,Uttar Pradesh,3698
27/05/20,West Bengal,1486
27/05/20,Cases being reassigned to states,0
28/05/20,Andaman and Nicobar Islands,33
28/05/20,Andhra Pradesh,2057
28/05/20,Arunachal Pradesh,1
28/05/20,Assam,87
28/05/20,Bihar,1083
28/05/20,Chandigarh,187
28/05/20,Chhattisgarh,83
28/05/20,Dadar Nagar Haveli,0
28/05/20,Delhi,7264
28/05/20,Goa,37
28/05/20,Gujarat,7549
28/05/20,Haryana,838
28/05/20,Himachal Pradesh,70
28/05/20,Jammu and Kashmir,854
28/05/20,Jharkhand,185
28/05/20,Karnataka,781
28/05/20,Kerala,552
28/05/20,Ladakh,43
28/05/20,Madhya Pradesh,3927
28/05/20,Maharashtra,17918
28/05/20,Manipur,4
28/05/20,Meghalaya,12
28/05/20,Mizoram,1
28/05/20,Nagaland,0
28/05/20,Odisha,733
28/05/20,Puducherry,12
28/05/20,Punjab,1918
28/05/20,Rajasthan,4457
28/05/20,Sikkim,0
28/05/20,Tamil Nadu,9909
28/05/20,Telengana,1284
28/05/20,Tripura,165
28/05/20,Uttarakhand,79
28/05/20,Uttar Pradesh,3991
28/05/20,West Bengal,1578
28/05/20,Cases being reassigned to states,0
29/05/20,Andaman and Nicobar Islands,33
29/05/20,Andhra Pradesh,2125
29/05/20,Arunachal Pradesh,1
29/05/20,Assam,104
29/05/20,Bihar,1211
29/05/20,Chandigarh,189
29/05/20,Chhattisgarh,83
29/05/20,Dadar Nagar Haveli,0
29/05/20,Delhi,7495
29/05/20,Goa,38
29/05/20,Gujarat,8003
29/05/20,Haryana,881
29/05/20,Himachal Pradesh,70
29/05/20,Jammu and Kashmir,859
29/05/20,Jharkhand,212
29/05/20,Karnataka,834
29/05/20,Kerala,555
29/05/20,Ladakh,43
29/05/20,Madhya Pradesh,4050
29/05/20,Maharashtra,18616
29/05/20,Manipur,5
29/05/20,Meghalaya,12
29/05/20,Mizoram,1
29/05/20,Nagaland,0
29/05/20,Odisha,887
29/05/20,Puducherry,14
29/05/20,Punjab,1946
29/05/20,Rajasthan,4817
29/05/20,Sikkim,0
29/05/20,Tamil Nadu,10548
29/05/20,Telengana,1345
29/05/20,Tripura,167
29/05/20,Uttarakhand,79
29/05/20,Uttar Pradesh,4215
29/05/20,West Bengal,1668
29/05/20,Cases being reassigned to states,0
30/05/20,Andaman and Nicobar Islands,33
30/05/20,Andhra Pradesh,2226
30/05/20,Arunachal Pradesh,1
30/05/20,Assam,125
30/05/20,Bihar,1211
30/05/20,Chandigarh,189
30/05/20,Chhattisgarh,100
30/05/20,Dadar Nagar Haveli,0
30/05/20,Delhi,7846
30/05/20,Goa,41
30/05/20,Gujarat,8611
30/05/20,Haryana,940
30/05/20,Himachal Pradesh,87
30/05/20,Jammu and Kashmir,875
30/05/20,Jharkhand,216
30/05/20,Karnataka,894
30/05/20,Kerala,565
30/05/20,Ladakh,43
30/05/20,Madhya Pradesh,4269
30/05/20,Maharashtra,26997
30/05/20,Manipur,8
30/05/20,Meghalaya,12
30/05/20,Mizoram,1
30/05/20,Nagaland,0
30/05/20,Odisha,887
30/05/20,Puducherry,14
30/05/20,Punjab,1949
30/05/20,Rajasthan,5244
30/05/20,Sikkim,0
30/05/20,Tamil Nadu,11313
30/05/20,Telengana,1381
30/05/20,Tripura,171
30/05/20,Uttarakhand,102
30/05/20,Uttar Pradesh,4244
30/05/20,West Bengal,1775
30/05/20,Cases being reassigned to states,0
31/05/20,Andaman and Nicobar Islands,33
31/05/20,Andhra Pradesh,2289
31/05/20,Arunachal Pradesh,1
31/05/20,Assam,163
31/05/20,Bihar,1618
31/05/20,Chandigarh,189
31/05/20,Chhattisgarh,102
31/05/20,Dadar Nagar Haveli,0
31/05/20,Delhi,8075
31/05/20,Goa,41
31/05/20,Gujarat,9230
31/05/20,Haryana,971
31/05/20,Himachal Pradesh,111
31/05/20,Jammu and Kashmir,908
31/05/20,Jharkhand,256
31/05/20,Karnataka,997
31/05/20,Kerala,575
31/05/20,Ladakh,43
31/05/20,Madhya Pradesh,4444
31/05/20,Maharashtra,28081
31/05/20,Manipur,8
31/05/20,Meghalaya,12
31/05/20,Mizoram,1
31/05/20,Nagaland,0
31/05/20,Odisha,1050
31/05/20,Puducherry,14
31/05/20,Punjab,1967
31/05/20,Rajasthan,5739
31/05/20,Sikkim,0
31/05/20,Tamil Nadu,12000
31/05/20,Telengana,1412
31/05/20,Tripura,172
31/05/20,Uttarakhand,102
31/05/20,Uttar Pradesh,4410
31/05/20,West Bengal,1970
31/05/20,Cases being reassigned to states,0
1/6/2020,Andaman and Nicobar Islands,33
1/6/2020,Andhra Pradesh,2349
1/6/2020,Arunachal Pradesh,1
1/6/2020,Assam,185
1/6/2020,Bihar,1710
1/6/2020,Chandigarh,199
1/6/2020,Chhattisgarh,115
1/6/2020,Dadar Nagar Haveli,0
1/6/2020,Delhi,8478
1/6/2020,Goa,42
1/6/2020,Gujarat,9919
1/6/2020,Haryana,1048
1/6/2020,Himachal Pradesh,120
1/6/2020,Jammu and Kashmir,927
1/6/2020,Jharkhand,256
1/6/2020,Karnataka,1218
1/6/2020,Kerala,590
1/6/2020,Ladakh,43
1/6/2020,Madhya Pradesh,4842
1/6/2020,Maharashtra,29329
1/6/2020,Manipur,11
1/6/2020,Meghalaya,12
1/6/2020,Mizoram,1
1/6/2020,Nagaland,0
1/6/2020,Odisha,1126
1/6/2020,Puducherry,25
1/6/2020,Punjab,1987
1/6/2020,Rajasthan,5927
1/6/2020,Sikkim,0
1/6/2020,Tamil Nadu,12757
1/6/2020,Telengana,1428
1/6/2020,Tripura,173
1/6/2020,Uttarakhand,102
1/6/2020,Uttar Pradesh,4709
1/6/2020,West Bengal,2157
1/6/2020,Cases being reassigned to states,0
2/6/2020,Andaman and Nicobar Islands,33
2/6/2020,Andhra Pradesh,2378
2/6/2020,Arunachal Pradesh,1
2/6/2020,Assam,277
2/6/2020,Bihar,1900
2/6/2020,Chandigarh,199
2/6/2020,Chhattisgarh,122
2/6/2020,Dadar Nagar Haveli,1
2/6/2020,Delhi,8746
2/6/2020,Goa,42
2/6/2020,Gujarat,10780
2/6/2020,Haryana,1055
2/6/2020,Himachal Pradesh,122
2/6/2020,Jammu and Kashmir,946
2/6/2020,Jharkhand,296
2/6/2020,Karnataka,1328
2/6/2020,Kerala,608
2/6/2020,Ladakh,43
2/6/2020,Madhya Pradesh,5003
2/6/2020,Maharashtra,30108
2/6/2020,Manipur,11
2/6/2020,Meghalaya,12
2/6/2020,Mizoram,1
2/6/2020,Nagaland,0
2/6/2020,Odisha,1245
2/6/2020,Puducherry,25
2/6/2020,Punjab,2000
2/6/2020,Rajasthan,6040
2/6/2020,Sikkim,0
2/6/2020,Tamil Nadu,13170
2/6/2020,Telengana,1491
2/6/2020,Tripura,173
2/6/2020,Uttarakhand,222
2/6/2020,Uttar Pradesh,4843
2/6/2020,West Bengal,2306
2/6/2020,Cases being reassigned to states,0
3/6/2020,Andaman and Nicobar Islands,33
3/6/2020,Andhra Pradesh,2421
3/6/2020,Arunachal Pradesh,1
3/6/2020,Assam,324
3/6/2020,Bihar,1946
3/6/2020,Chandigarh,214
3/6/2020,Chhattisgarh,130
3/6/2020,Dadar Nagar Haveli,1
3/6/2020,Delhi,9243
3/6/2020,Goa,57
3/6/2020,Gujarat,11894
3/6/2020,Haryana,1069
3/6/2020,Himachal Pradesh,140
3/6/2020,Jammu and Kashmir,953
3/6/2020,Jharkhand,320
3/6/2020,Karnataka,1403
3/6/2020,Kerala,627
3/6/2020,Ladakh,47
3/6/2020,Madhya Pradesh,5221
3/6/2020,Maharashtra,31333
3/6/2020,Manipur,14
3/6/2020,Meghalaya,12
3/6/2020,Mizoram,1
3/6/2020,Nagaland,0
3/6/2020,Odisha,1325
3/6/2020,Puducherry,25
3/6/2020,Punjab,2017
3/6/2020,Rajasthan,6435
3/6/2020,Sikkim,0
3/6/2020,Tamil Nadu,13706
3/6/2020,Telengana,1526
3/6/2020,Tripura,173
3/6/2020,Uttarakhand,252
3/6/2020,Uttar Pradesh,5030
3/6/2020,West Bengal,2410
3/6/2020,Cases being reassigned to states,0
4/6/2020,Andaman and Nicobar Islands,33
4/6/2020,Andhra Pradesh,2466
4/6/2020,Arunachal Pradesh,1
4/6/2020,Assam,413
4/6/2020,Bihar,2077
4/6/2020,Chandigarh,214
4/6/2020,Chhattisgarh,188
4/6/2020,Dadar Nagar Haveli,1
4/6/2020,Delhi,9542
4/6/2020,Goa,57
4/6/2020,Gujarat,12212
4/6/2020,Haryana,1089
4/6/2020,Himachal Pradesh,150
4/6/2020,Jammu and Kashmir,1007
4/6/2020,Jharkhand,321
4/6/2020,Karnataka,1514
4/6/2020,Kerala,651
4/6/2020,Ladakh,48
4/6/2020,Madhya Pradesh,5445
4/6/2020,Maharashtra,32329
4/6/2020,Manipur,38
4/6/2020,Meghalaya,13
4/6/2020,Mizoram,1
4/6/2020,Nagaland,0
4/6/2020,Odisha,1416
4/6/2020,Puducherry,25
4/6/2020,Punjab,2029
4/6/2020,Rajasthan,6744
4/6/2020,Sikkim,0
4/6/2020,Tamil Nadu,14316
4/6/2020,Telengana,1556
4/6/2020,Tripura,173
4/6/2020,Uttarakhand,282
4/6/2020,Uttar Pradesh,5176
4/6/2020,West Bengal,2580
4/6/2020,Cases being reassigned to states,0
5/6/2020,Andaman and Nicobar Islands,33
5/6/2020,Andhra Pradesh,2539
5/6/2020,Arunachal Pradesh,1
5/6/2020,Assam,442
5/6/2020,Bihar,2210
5/6/2020,Chandigarh,214
5/6/2020,Chhattisgarh,213
5/6/2020,Dadar Nagar Haveli,1
5/6/2020,Delhi,9898
5/6/2020,Goa,57
5/6/2020,Gujarat,12667
5/6/2020,Haryana,2134
5/6/2020,Himachal Pradesh,179
5/6/2020,Jammu and Kashmir,1048
